"Rank","Name","NAT","Dive No.","DD","J1","J2","J3","J4","J5","J6","J7","Dive Points","Dive Rank","Total Points","Overall Rank","Points Behind","level","event"
"2","WILLARS VALDEZ Randal","MEX","307C","3.4","8.0","8.0","8.0","8.5","8.0","7.5","9.0","81.60","3","402.65","2","35.45","preliminary"," men's 10m platform"
"2","WILLARS VALDEZ Randal","MEX","5255B","3.6","7.5","7.5","7.5","8.0","8.0","7.5","6.5","81.00","=7","483.65","2","24.65","preliminary"," men's 10m platform"
"3","TERNOVOI Ruslan","RUS","407C","3.2","8.0","8.0","8.0","8.5","9.0","8.0","8.0","76.80","=6","76.80","=6","15.00","preliminary"," men's 10m platform"
"3","TERNOVOI Ruslan","RUS","307C","3.4","6.5","7.0","7.0","7.0","6.5","7.0","7.0","71.40","=9","148.20","6","25.20","preliminary"," men's 10m platform"
"3","TERNOVOI Ruslan","RUS","626C","3.3","7.5","8.0","8.0","8.5","7.0","8.0","8.0","79.20","8","227.40","4","27.00","preliminary"," men's 10m platform"
"3","TERNOVOI Ruslan","RUS","207B","3.6","7.5","8.0","7.5","7.5","7.5","7.5","7.5","81.00","8","308.40","3","33.50","preliminary"," men's 10m platform"
"3","TERNOVOI Ruslan","RUS","5255B","3.6","6.0","6.0","6.5","6.0","5.5","6.0","6.5","64.80","22","373.20","6","64.90","preliminary"," men's 10m platform"
"3","TERNOVOI Ruslan","RUS","109C","3.7","8.5","8.5","8.5","8.0","8.5","8.0","7.5","92.50","1","465.70","3","42.60","preliminary"," men's 10m platform"
"4","FIGUEREDO PEREIRA Kawan","BRA","407C","3.2","8.0","8.0","8.0","8.0","8.0","8.0","7.5","76.80","=6","76.80","=6","15.00","preliminary"," men's 10m platform"
"4","FIGUEREDO PEREIRA Kawan","BRA","207C","3.3","7.0","7.0","7.0","7.0","7.0","8.0","7.0","69.30","=12","146.10","7","27.30","preliminary"," men's 10m platform"
"4","FIGUEREDO PEREIRA Kawan","BRA","626C","3.3","7.0","6.5","7.0","7.5","7.0","7.5","7.5","70.95","=14","217.05","6","37.35","preliminary"," men's 10m platform"
"4","FIGUEREDO PEREIRA Kawan","BRA","109C","3.7","8.0","8.5","8.5","8.0","8.0","8.0","8.0","88.80","1","305.85","4","36.05","preliminary"," men's 10m platform"
"4","FIGUEREDO PEREIRA Kawan","BRA","307C","3.4","7.5","8.0","7.0","8.0","7.5","7.5","8.0","78.20","=5","384.05","3","54.05","preliminary"," men's 10m platform"
"4","FIGUEREDO PEREIRA Kawan","BRA","5253B","3.2","8.0","7.5","8.5","7.0","7.5","7.5","7.5","72.00","11","456.05","4","52.25","preliminary"," men's 10m platform"
"5","QUINTERO DIAZ Rafael","PUR","5253B","3.2","7.0","8.0","7.5","8.0","8.5","8.0","7.0","75.20","11","75.20","11","16.60","preliminary"," men's 10m platform"
"5","QUINTERO DIAZ Rafael","PUR","6243D","3.2","6.0","7.0","6.5","7.0","7.0","7.0","7.0","67.20","=16","142.40","9","31.00","preliminary"," men's 10m platform"
"5","QUINTERO DIAZ Rafael","PUR","407C","3.2","7.5","8.0","7.5","8.0","8.0","6.5","7.0","73.60","12","216.00","=7","38.40","preliminary"," men's 10m platform"
"5","QUINTERO DIAZ Rafael","PUR","109C","3.7","7.0","8.0","7.0","7.5","8.0","7.5","7.5","83.25","5","299.25","6","42.65","preliminary"," men's 10m platform"
"5","QUINTERO DIAZ Rafael","PUR","207C","3.3","8.0","8.0","7.5","8.0","7.0","7.0","7.0","74.25","10","373.50","5","64.60","preliminary"," men's 10m platform"
"5","QUINTERO DIAZ Rafael","PUR","307C","3.4","8.0","8.5","8.5","7.5","8.0","7.5","8.0","81.60","=5","455.10","5","53.20","preliminary"," men's 10m platform"
"6","EIKERMANN GREGORCHUK Jaden Shiloh","GER","407C","3.2","6.5","6.5","7.0","7.0","7.5","7.5","7.5","68.80","19","68.80","19","23.00","preliminary"," men's 10m platform"
"6","EIKERMANN GREGORCHUK Jaden Shiloh","GER","107B","3.0","7.5","7.5","7.5","8.0","8.5","7.0","8.0","69.00","14","137.80","16","35.60","preliminary"," men's 10m platform"
"6","EIKERMANN GREGORCHUK Jaden Shiloh","GER","207C","3.3","7.5","7.5","7.0","7.5","6.5","7.5","8.0","74.25","11","212.05","9","42.35","preliminary"," men's 10m platform"
"6","EIKERMANN GREGORCHUK Jaden Shiloh","GER","307C","3.4","8.5","8.5","8.5","8.5","8.5","9.0","8.5","86.70","3","298.75","7","43.15","preliminary"," men's 10m platform"
"6","EIKERMANN GREGORCHUK Jaden Shiloh","GER","626C","3.3","7.5","7.5","7.5","8.0","8.0","9.0","8.0","77.55","7","376.30","4","61.80","preliminary"," men's 10m platform"
"6","EIKERMANN GREGORCHUK Jaden Shiloh","GER","5255B","3.6","6.5","5.0","6.0","6.5","6.0","5.5","6.0","64.80","26","441.10","6","67.20","preliminary"," men's 10m platform"
"7","DIXON Matthew","GBR","626C","3.3","7.0","7.5","7.5","8.0","8.0","7.5","8.0","75.90","10","75.90","10","15.90","preliminary"," men's 10m platform"
"7","DIXON Matthew","GBR","407C","3.2","7.0","6.5","6.5","6.5","6.5","7.5","7.0","64.00","21","139.90","12","33.50","preliminary"," men's 10m platform"
"7","DIXON Matthew","GBR","207B","3.6","7.5","7.0","7.0","8.0","7.0","8.0","8.0","81.00","=6","220.90","5","33.50","preliminary"," men's 10m platform"
"7","DIXON Matthew","GBR","307C","3.4","8.0","8.0","8.0","7.5","8.0","8.0","8.0","81.60","=6","302.50","5","39.40","preliminary"," men's 10m platform"
"7","DIXON Matthew","GBR","109C","3.7","4.5","4.5","5.5","5.0","6.0","5.5","4.5","55.50","34","358.00","8","80.10","preliminary"," men's 10m platform"
"7","DIXON Matthew","GBR","5253B","3.2","7.0","7.5","7.5","6.5","7.5","7.0","7.5","70.40","=13","428.40","7","79.90","preliminary"," men's 10m platform"
"8","SOUZA FILHO Isaac","BRA","407C","3.2","6.5","7.0","6.5","7.0","7.0","6.5","6.5","64.00","=27","64.00","=27","27.80","preliminary"," men's 10m platform"
"8","SOUZA FILHO Isaac","BRA","207C","3.3","6.5","7.5","7.5","7.5","7.5","8.0","7.5","74.25","6","138.25","14","35.15","preliminary"," men's 10m platform"
"8","SOUZA FILHO Isaac","BRA","6245D","3.6","5.5","6.0","6.0","7.5","6.5","6.5","5.5","66.60","=18","204.85","11","49.55","preliminary"," men's 10m platform"
"8","SOUZA FILHO Isaac","BRA","307C","3.4","7.0","7.5","6.5","6.0","7.0","6.5","7.0","69.70","14","274.55","12","67.35","preliminary"," men's 10m platform"
"8","SOUZA FILHO Isaac","BRA","109C","3.7","6.0","6.5","6.5","6.0","5.5","6.0","6.0","66.60","20","341.15","13","96.95","preliminary"," men's 10m platform"
"8","SOUZA FILHO Isaac","BRA","5255B","3.6","8.0","7.5","8.0","7.0","8.0","8.0","8.5","86.40","3","427.55","8","80.75","preliminary"," men's 10m platform"
"9","WIENS Rylan","CAN","5253B","3.2","6.5","7.5","6.5","6.5","7.5","6.5","6.5","62.40","34","62.40","34","29.40","preliminary"," men's 10m platform"
"9","WIENS Rylan","CAN","109C","3.7","7.0","7.5","6.5","7.0","8.0","7.0","7.5","79.55","4","141.95","10","31.45","preliminary"," men's 10m platform"
"9","WIENS Rylan","CAN","6243D","3.2","9.0","9.0","8.5","7.5","8.0","8.5","8.0","*60.80","=25","202.75","12","51.65","preliminary"," men's 10m platform"
"9","WIENS Rylan","CAN","207C","3.3","8.5","9.0","8.0","8.0","9.0","8.5","8.5","84.15","4","286.90","9","55.00","preliminary"," men's 10m platform"
"9","WIENS Rylan","CAN","407C","3.2","5.5","5.5","5.5","5.0","5.5","6.0","5.5","52.80","=36","339.70","14","98.40","preliminary"," men's 10m platform"
"9","WIENS Rylan","CAN","307C","3.4","8.5","8.5","8.0","8.0","8.5","8.5","8.0","85.00","4","424.70","9","83.60","preliminary"," men's 10m platform"
"10","COOPER Zachary","USA","6245D","3.6","7.5","7.5","7.0","7.0","7.5","7.0","7.5","79.20","5","79.20","5","12.60","preliminary"," men's 10m platform"
"10","COOPER Zachary","USA","207C","3.3","7.0","7.0","7.0","6.5","7.0","7.0","7.0","69.30","=12","148.50","5","24.90","preliminary"," men's 10m platform"
"10","COOPER Zachary","USA","107B","3.0","7.5","7.5","8.0","8.0","7.0","7.5","6.5","67.50","17","216.00","=7","38.40","preliminary"," men's 10m platform"
"10","COOPER Zachary","USA","407C","3.2","6.5","7.0","7.0","7.0","7.0","7.5","7.0","67.20","=17","283.20","10","58.70","preliminary"," men's 10m platform"
"10","COOPER Zachary","USA","307C","3.4","8.0","8.0","7.5","7.0","7.0","8.0","7.5","78.20","=5","361.40","7","76.70","preliminary"," men's 10m platform"
"10","COOPER Zachary","USA","5253B","3.2","6.5","6.0","6.0","6.0","6.5","6.5","5.5","59.20","=31","420.60","10","87.70","preliminary"," men's 10m platform"
"11","KIM Yeongtaek","KOR","107B","3.0","7.0","7.5","7.5","7.5","7.0","7.0","7.5","66.00","=24","66.00","=24","25.80","preliminary"," men's 10m platform"
"11","KIM Yeongtaek","KOR","407C","3.2","7.5","7.5","8.0","7.5","7.5","8.0","7.5","72.00","8","138.00","15","35.40","preliminary"," men's 10m platform"
"11","KIM Yeongtaek","KOR","307C","3.4","5.5","5.0","5.5","5.5","5.5","5.5","4.5","56.10","33","194.10","17","60.30","preliminary"," men's 10m platform"
"11","KIM Yeongtaek","KOR","207B","3.6","7.0","7.0","7.0","7.5","7.5","7.5","7.5","79.20","9","273.30","13","68.60","preliminary"," men's 10m platform"
"11","KIM Yeongtaek","KOR","626B","3.5","7.0","7.0","7.0","7.0","7.0","7.5","7.0","73.50","11","346.80","11","91.30","preliminary"," men's 10m platform"
"11","KIM Yeongtaek","KOR","5255B","3.6","6.5","5.5","6.5","6.5","6.5","6.5","7.0","70.20","=16","417.00","11","91.30","preliminary"," men's 10m platform"
"12","ZSOMBOR-MURRAY Nathan","CAN","407C","3.2","7.5","8.5","8.0","8.0","8.5","8.0","8.0","76.80","=6","76.80","=6","15.00","preliminary"," men's 10m platform"
"12","ZSOMBOR-MURRAY Nathan","CAN","109C","3.7","6.5","7.0","7.0","6.0","6.5","7.0","6.5","74.00","7","150.80","4","22.60","preliminary"," men's 10m platform"
"12","ZSOMBOR-MURRAY Nathan","CAN","207C","3.3","4.5","4.5","4.5","5.0","4.0","4.0","5.5","44.55","=38","195.35","15","59.05","preliminary"," men's 10m platform"
"12","ZSOMBOR-MURRAY Nathan","CAN","6243D","3.2","6.5","7.5","7.0","7.0","7.5","7.0","6.5","67.20","=17","262.55","15","79.35","preliminary"," men's 10m platform"
"12","ZSOMBOR-MURRAY Nathan","CAN","307C","3.4","7.5","8.5","7.5","7.5","7.5","7.5","8.0","76.50","8","339.05","15","99.05","preliminary"," men's 10m platform"
"12","ZSOMBOR-MURRAY Nathan","CAN","5253B","3.2","7.5","8.0","8.0","8.0","8.0","8.0","8.5","76.80","=9","415.85","12","92.45","preliminary"," men's 10m platform"
"13","ROSSET Matthieu","FRA","407C","3.2","8.5","8.5","8.5","9.0","8.5","8.0","8.0","81.60","4","81.60","4","10.20","preliminary"," men's 10m platform"
"13","ROSSET Matthieu","FRA","307C","3.4","7.0","7.0","7.0","7.0","7.0","6.0","7.0","71.40","=9","153.00","3","20.40","preliminary"," men's 10m platform"
"13","ROSSET Matthieu","FRA","207C","3.3","8.0","8.5","8.5","8.5","8.0","8.5","8.0","82.50","4","235.50","3","18.90","preliminary"," men's 10m platform"
"13","ROSSET Matthieu","FRA","626C","3.3","5.0","6.0","5.5","6.0","4.5","6.0","5.0","54.45","33","289.95","8","51.95","preliminary"," men's 10m platform"
"13","ROSSET Matthieu","FRA","107B","3.0","6.5","6.0","6.5","7.0","6.5","6.5","6.5","58.50","30","348.45","10","89.65","preliminary"," men's 10m platform"
"13","ROSSET Matthieu","FRA","5253B","3.2","7.0","7.0","7.0","6.5","6.5","7.5","6.5","65.60","=23","414.05","13","94.25","preliminary"," men's 10m platform"
"14","VILLA CASTANEDA Sebastian","COL","407B","3.5","7.0","6.5","7.5","7.0","8.0","7.0","6.5","73.50","=12","73.50","=12","18.30","preliminary"," men's 10m platform"
"14","VILLA CASTANEDA Sebastian","COL","5253B","3.2","7.0","7.0","7.0","6.5","8.0","7.0","7.0","67.20","=16","140.70","11","32.70","preliminary"," men's 10m platform"
"14","VILLA CASTANEDA Sebastian","COL","626B","3.5","5.5","5.5","5.5","6.0","5.0","5.0","5.5","57.75","=30","198.45","14","55.95","preliminary"," men's 10m platform"
"14","VILLA CASTANEDA Sebastian","COL","307C","3.4","7.5","8.5","8.0","8.0","7.5","8.0","8.5","81.60","=6","280.05","11","61.85","preliminary"," men's 10m platform"
"14","VILLA CASTANEDA Sebastian","COL","109C","3.7","6.0","6.5","5.5","6.0","6.5","7.0","6.5","70.30","14","350.35","9","87.75","preliminary"," men's 10m platform"
"14","VILLA CASTANEDA Sebastian","COL","207B","3.6","4.5","3.5","4.5","5.5","5.5","5.5","6.0","55.80","36","406.15","14","102.15","preliminary"," men's 10m platform"
"15","TAMAI Rikuto","JPN","407C","3.2","9.0","9.0","8.5","9.0","9.0","8.5","9.0","86.40","2","86.40","2","5.40","preliminary"," men's 10m platform"
"15","TAMAI Rikuto","JPN","207B","3.6","3.5","3.5","4.0","3.5","4.0","4.5","3.0","39.60","39","126.00","23","47.40","preliminary"," men's 10m platform"
"15","TAMAI Rikuto","JPN","107B","3.0","6.5","6.5","6.0","6.5","6.0","6.5","6.0","57.00","32","183.00","23","71.40","preliminary"," men's 10m platform"
"15","TAMAI Rikuto","JPN","6243D","3.2","7.0","6.5","6.5","8.0","6.0","6.5","6.5","62.40","27","245.40","24","96.50","preliminary"," men's 10m platform"
"15","TAMAI Rikuto","JPN","307C","3.4","6.5","7.0","7.5","7.0","6.0","6.5","6.5","68.00","16","313.40","=19","124.70","preliminary"," men's 10m platform"
"15","TAMAI Rikuto","JPN","5255B","3.6","8.5","8.0","8.5","8.5","8.5","8.0","8.5","91.80","2","405.20","15","103.10","preliminary"," men's 10m platform"
"16","BARTHEL Timo","GER","6243D","3.2","4.5","5.5","4.5","4.0","3.5","4.0","4.5","41.60","46","41.60","46","50.20","preliminary"," men's 10m platform"
"16","BARTHEL Timo","GER","407C","3.2","8.0","8.5","8.5","8.5","8.5","8.5","8.0","81.60","=2","123.20","25","50.20","preliminary"," men's 10m platform"
"16","BARTHEL Timo","GER","107B","3.0","7.0","7.0","7.0","7.0","7.5","7.0","7.5","63.00","=21","186.20","20","68.20","preliminary"," men's 10m platform"
"16","BARTHEL Timo","GER","207B","3.6","5.0","5.5","5.5","6.5","5.5","5.5","5.5","59.40","29","245.60","23","96.30","preliminary"," men's 10m platform"
"16","BARTHEL Timo","GER","307C","3.4","8.0","8.5","8.0","9.0","9.0","8.5","8.5","86.70","2","332.30","16","105.80","preliminary"," men's 10m platform"
"16","BARTHEL Timo","GER","5253B","3.2","7.5","7.0","7.0","7.0","7.5","7.5","7.5","70.40","=13","402.70","16","105.60","preliminary"," men's 10m platform"
"17","ARIZA Oscar","VEN","107B","3.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","63.00","=30","63.00","=30","28.80","preliminary"," men's 10m platform"
"17","ARIZA Oscar","VEN","207C","3.3","4.5","4.0","4.0","4.5","4.0","4.5","4.0","41.25","=37","104.25","39","69.15","preliminary"," men's 10m platform"
"17","ARIZA Oscar","VEN","407C","3.2","8.5","8.5","8.5","8.0","8.5","8.5","9.0","81.60","5","185.85","22","68.55","preliminary"," men's 10m platform"
"17","ARIZA Oscar","VEN","307C","3.4","5.0","4.5","4.5","4.5","5.0","4.5","4.5","45.90","38","231.75","31","110.15","preliminary"," men's 10m platform"
"17","ARIZA Oscar","VEN","6245D","3.6","7.5","8.0","7.5","7.5","7.5","8.0","7.0","81.00","4","312.75","22","125.35","preliminary"," men's 10m platform"
"17","ARIZA Oscar","VEN","5253B","3.2","8.0","8.5","8.0","8.5","9.0","8.5","8.5","81.60","=5","394.35","17","113.95","preliminary"," men's 10m platform"
"18","NISHIDA Reo","JPN","407C","3.2","7.0","7.5","8.5","7.5","8.0","7.5","7.5","72.00","=14","72.00","=14","19.80","preliminary"," men's 10m platform"
"18","NISHIDA Reo","JPN","307C","3.4","3.5","3.5","4.5","3.0","4.0","4.5","3.5","37.40","42","109.40","33","64.00","preliminary"," men's 10m platform"
"18","NISHIDA Reo","JPN","207B","3.6","6.5","6.5","5.5","6.0","7.0","5.0","6.0","66.60","=18","176.00","28","78.40","preliminary"," men's 10m platform"
"18","NISHIDA Reo","JPN","5255B","3.6","6.0","5.5","5.0","6.0","6.5","6.0","5.5","63.00","=23","239.00","28","102.90","preliminary"," men's 10m platform"
"18","NISHIDA Reo","JPN","107B","3.0","8.0","8.0","8.5","8.0","8.0","8.5","7.5","72.00","=12","311.00","24","127.10","preliminary"," men's 10m platform"
"18","NISHIDA Reo","JPN","6245D","3.6","7.5","7.5","7.5","7.5","8.0","8.0","7.0","81.00","=7","392.00","18","116.30","preliminary"," men's 10m platform"
"19","SOLARTE Alejandro","COL","407C","3.2","7.5","6.5","7.0","7.0","7.0","7.0","7.0","67.20","=20","67.20","=20","24.60","preliminary"," men's 10m platform"
"19","SOLARTE Alejandro","COL","109C","3.7","2.0","1.0","2.0","2.0","2.0","2.5","3.0","22.20","46","89.40","45","84.00","preliminary"," men's 10m platform"
"19","SOLARTE Alejandro","COL","207B","3.6","8.0","8.0","7.5","8.0","8.0","8.0","7.5","86.40","1","175.80","29","78.60","preliminary"," men's 10m platform"
"19","SOLARTE Alejandro","COL","307C","3.4","8.0","7.5","7.5","7.0","8.0","8.0","7.0","78.20","10","254.00","18","87.90","preliminary"," men's 10m platform"
"19","SOLARTE Alejandro","COL","626C","3.3","6.5","6.5","5.0","6.0","5.5","5.5","6.5","59.40","26","313.40","=19","124.70","preliminary"," men's 10m platform"
"19","SOLARTE Alejandro","COL","5154B","3.3","7.0","6.5","7.0","7.0","7.0","7.0","7.0","69.30","18","382.70","19","125.60","preliminary"," men's 10m platform"
"20","SERBIN Oleh","UKR","407C","3.2","8.0","8.0","8.5","8.0","8.0","8.0","8.0","76.80","=6","76.80","=6","15.00","preliminary"," men's 10m platform"
"20","SERBIN Oleh","UKR","207C","3.3","5.5","6.0","7.5","5.5","5.0","7.0","6.5","59.40","25","136.20","17","37.20","preliminary"," men's 10m platform"
"20","SERBIN Oleh","UKR","307C","3.4","4.5","4.5","4.5","5.0","4.5","4.0","5.0","45.90","36","182.10","24","72.30","preliminary"," men's 10m platform"
"20","SERBIN Oleh","UKR","107B","3.0","8.0","8.0","8.0","8.0","8.0","7.5","8.0","72.00","=11","254.10","17","87.80","preliminary"," men's 10m platform"
"20","SERBIN Oleh","UKR","6243D","3.2","6.5","6.0","6.0","6.5","4.5","5.5","6.0","57.60","=31","311.70","23","126.40","preliminary"," men's 10m platform"
"20","SERBIN Oleh","UKR","5253B","3.2","7.0","7.5","7.5","7.0","7.5","7.0","7.0","68.80","19","380.50","20","127.80","preliminary"," men's 10m platform"
"21","BELEVTSEV Aleksandr","RUS","407C","3.2","7.5","6.5","6.5","7.5","7.0","6.5","6.5","64.00","=27","64.00","=27","27.80","preliminary"," men's 10m platform"
"21","BELEVTSEV Aleksandr","RUS","207C","3.3","8.5","8.0","8.0","7.5","8.0","7.5","8.0","79.20","5","143.20","8","30.20","preliminary"," men's 10m platform"
"21","BELEVTSEV Aleksandr","RUS","307C","3.4","5.5","6.0","6.0","6.5","5.0","6.0","5.5","59.50","27","202.70","13","51.70","preliminary"," men's 10m platform"
"21","BELEVTSEV Aleksandr","RUS","626B","3.5","6.0","7.5","6.0","5.5","6.5","6.0","6.0","63.00","=23","265.70","14","76.20","preliminary"," men's 10m platform"
"21","BELEVTSEV Aleksandr","RUS","5255B","3.6","7.0","6.5","7.0","6.5","7.0","7.0","7.0","75.60","9","341.30","12","96.80","preliminary"," men's 10m platform"
"21","BELEVTSEV Aleksandr","RUS","109C","3.7","2.5","3.0","4.0","3.5","3.5","3.5","3.5","38.85","42","380.15","21","128.15","preliminary"," men's 10m platform"
"22","LARSEN Andreas Sargent","ITA","407C","3.2","5.5","6.0","5.0","5.0","6.5","5.5","5.5","52.80","=40","52.80","=40","39.00","preliminary"," men's 10m platform"
"22","LARSEN Andreas Sargent","ITA","307C","3.4","4.5","4.5","5.5","6.0","7.5","6.0","6.5","59.50","24","112.30","31","61.10","preliminary"," men's 10m platform"
"22","LARSEN Andreas Sargent","ITA","207C","3.3","6.5","6.0","6.0","7.0","6.0","6.0","6.0","59.40","=28","171.70","33","82.70","preliminary"," men's 10m platform"
"22","LARSEN Andreas Sargent","ITA","626C","3.3","7.0","7.5","7.0","6.5","7.0","6.5","6.5","67.65","16","239.35","27","102.55","preliminary"," men's 10m platform"
"22","LARSEN Andreas Sargent","ITA","5154B","3.3","7.0","7.0","7.0","7.0","7.5","7.0","7.0","69.30","15","308.65","25","129.45","preliminary"," men's 10m platform"
"22","LARSEN Andreas Sargent","ITA","109C","3.7","6.5","7.0","6.5","7.0","6.0","6.0","5.5","70.30","15","378.95","22","129.35","preliminary"," men's 10m platform"
"23","RUVALCABA Jonathan","DOM","407C","3.2","7.0","7.0","7.0","7.0","7.0","7.0","7.0","67.20","=20","67.20","=20","24.60","preliminary"," men's 10m platform"
